ID,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RecentDelq_1yr,RecentDeql_2yr,RecentInquiry_1yr_excl7days,RcentInquiry_2yr_excl7days,MaxDelqEver_0.0,MaxDelqEver_0.2,MaxDelqEver_0.4,MaxDelqEver_0.6000000000000001,MaxDelqEver_0.8,MaxDelqEver_1.0,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_0.2,MaxDelq2PublicRecLast12M_0.4,MaxDelq2PublicRecLast12M_0.6000000000000001,MaxDelq2PublicRecLast12M_0.8,MaxDelq2PublicRecLast12M_1.0,Category,ID
10,0.803278689,0.117353308,0.022026432,0.135220126,0.202531646,0,0,1,0.153846154,0.157894737,0.31,0,0,0.064655172,0.186836518,0.125,0.322580645,0,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11
11,0.278688525,0.38576779,0.110132159,0.226415094,0.151898734,0.052631579,0,0.6,0.144230769,0,0.2,0.015151515,0.015151515,0.362068966,0.135881104,0.15625,0.322580645,0.111111111,0.88,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12
12,0.672131148,0.339575531,0.008810573,0.194968553,0.291139241,0,0,1,0.269230769,0.210526316,0.39,0.03030303,0.03030303,0.077586207,0.138004246,0.09375,0.419354839,0.055555556,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13
13,0.590163934,0.31710362,0.026431718,0.355345912,0.139240506,0.052631579,0.052631579,1,0.134615385,0.052631579,0.08,0,0,0.056034483,0.157112527,0.0625,0,0,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
14,0.491803279,0.324594257,0.114537445,0.286163522,0.037974684,0.105263158,0.105263158,0.75,0.057692308,0,1,0,0,0.137931034,0.157112527,0.125,0.290322581,0.055555556,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,15
15,0.491803279,0.22721598,0.013215859,0.229559748,0.430379747,0,0,0.97,0.346153846,0.105263158,0.36,0.166666667,0.151515152,0.306034483,0.16985138,0.3125,0.322580645,0.166666667,0.82,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16
16,0.459016393,0.31710362,0.083700441,0.201257862,0.17721519,0,0,0.87,0.144230769,0,0.33,0.03030303,0.015151515,0.267241379,0.144373673,0.09375,0.35483871,0.055555556,0.86,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17
17,0.475409836,0.161048689,0.017621145,0.172955975,0.202531646,0.210526316,0.105263158,0.79,0.192307692,0.210526316,0.58,0.060606061,0.060606061,0.107758621,0.193205945,0.09375,0.387096774,0.055555556,0.7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18
18,0.918032787,0.302122347,0.039647577,0.449685535,0.126582278,0,0,1,0.096153846,0.052631579,0.1,0,0,0.012931034,0.157112527,0.0625,0,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19
19,0.524590164,0.051186017,0.008810573,0.06918239,0.189873418,0.052631579,0.052631579,1,0.163461538,0.105263158,0.25,0.060606061,0.060606061,0.13362069,0.176220807,0.15625,0.290322581,0,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20
20,0.393442623,0.18102372,0.017621145,0.216981132,0.341772152,0.052631579,0.052631579,0.97,0.298076923,0.105263158,0.48,0.060606061,0.060606061,0.189655172,0.184713376,0.09375,0.322580645,0.166666667,0.56,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,21
21,0.639344262,0.453183521,0.04845815,0.248427673,0.278481013,0,0,1,0.211538462,0.052631579,0.41,0,0,0.211206897,0.048832272,0.1875,0.322580645,0.055555556,0.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22
22,0.639344262,0.102372035,0.017621145,0.15408805,0.367088608,0,0,1,0.288461538,0.105263158,0.27,0.015151515,0.015151515,0.185344828,0.101910828,0.28125,0.419354839,0.166666667,0.64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23
23,0.524590164,0.107365793,0.039647577,0.128930818,0.253164557,0,0,0.85,0.192307692,0.052631579,0.2,0,0,0.060344828,0.1507431,0.125,0.322580645,0.055555556,0.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24
24,0.508196721,0.111111111,0.017621145,0.160377358,0.240506329,0.052631579,0.052631579,0.9,0.192307692,0.105263158,0.5,0.03030303,0.03030303,0.103448276,0.171974522,0.1875,0.35483871,0.055555556,0.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,25
25,0.409836066,0.328339576,0.013215859,0.235849057,0.316455696,0.105263158,0.052631579,0.93,0.269230769,0.105263158,0.48,0.015151515,0.015151515,0.271551724,0.106157113,0.25,0.322580645,0,0.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26
26,0.409836066,0.184769039,0.070484581,0.213836478,0.227848101,0.105263158,0,0.55,0.211538462,0,0.45,0.015151515,0.015151515,0.340517241,0.080679406,0.21875,0.35483871,0,0.91,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,27
27,0.754098361,0.199750312,0.030837004,0.283018868,0.215189873,0,0,1,0.163461538,0.052631579,0.29,0,0,0.120689655,0.157112527,0.09375,0.290322581,0.055555556,0.57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28
28,0.540983607,0.352059925,0.140969163,0.323899371,0.189873418,0.105263158,0.105263158,0.82,0.163461538,0,0.53,0.015151515,0.015151515,0.081896552,0.106157113,0.09375,0.322580645,0.055555556,0.63,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,29
29,0.590163934,0.5917603,0.035242291,0.481132075,0.481012658,0.210526316,0.210526316,1,0.375,0.052631579,0.36,0.060606061,0.060606061,0.215517241,0.114649682,0.4375,0.322580645,0.222222222,0.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,30
30,0.62295082,0.220973783,0.013215859,0.182389937,0.189873418,0.157894737,0.105263158,0.83,0.173076923,0.210526316,0.33,0.075757576,0.075757576,0.021551724,0.01910828,0.03125,0.290322581,0,0.22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31
31,0.344262295,0.139825218,0.052863436,0.141509434,0.113924051,0.157894737,0.157894737,0.64,0.115384615,0,0.27,0,0,0.267241379,0.029723992,0.1875,0.322580645,0.055555556,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,32
32,0.573770492,0.163545568,0.030837004,0.125786164,0.493670886,0.105263158,0.105263158,1,0.375,0.210526316,0.67,0.03030303,0.03030303,0.064655172,0.154989384,0.15625,0.322580645,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,33
33,0.68852459,0.202247191,0.017621145,0.194968553,0.240506329,0,0,1,0.182692308,0.105263158,0.21,0,0,0.228448276,0.195329087,0.15625,0.290322581,0.055555556,0.55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,34
34,0.557377049,0.144818976,0.026431718,0.103773585,0.291139241,0.105263158,0.105263158,0.88,0.25,0.263157895,0.42,0,0,0.13362069,0.148619958,0.15625,0.35483871,0.055555556,0.67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,35
35,0.901639344,0.188514357,0.145374449,0.27672956,0.164556962,0,0,1,0.134615385,0,0.07,0,0,0.004310345,0.157112527,0.03125,0,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,36
36,0.295081967,0.229712859,0.057268722,0.289308176,0.278481013,0.157894737,0.052631579,0.84,0.240384615,0,0.56,0.060606061,0.045454545,0.340517241,0.106157113,0.15625,0.35483871,0.166666667,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,37
37,0.606557377,0.156054931,0.110132159,0.166666667,0.291139241,0,0,0.96,0.230769231,0,0.13,0,0,0.219827586,0.157112527,0.28125,0,0.055555556,0.67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38
38,0.524590164,0.142322097,0.044052863,0.103773585,0.17721519,0.052631579,0.052631579,0.93,0.144230769,0.052631579,0.13,0.03030303,0.03030303,0.224137931,0.157112527,0.09375,0.290322581,0.111111111,0.56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,39
39,0.737704918,0.02372035,0.017621145,0.028301887,0.139240506,0,0,1,0.105769231,0.263157895,0.64,0.045454545,0.045454545,0.030172414,0.157112527,0.09375,0,0,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,40
40,0.868852459,0.394506866,0.079295154,0.270440252,0.164556962,0,0,1,0.125,0,0.62,0,0,0,0.093418259,0,0.322580645,0.055555556,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,41
41,0.93442623,0.284644195,0.057268722,0.216981132,0.139240506,0,0,1,0.125,0,0.62,0,0,0.004310345,0.1507431,0.03125,0.387096774,0,0.71,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,42
42,0.704918033,0.36329588,0.017621145,0.220125786,0.417721519,0,0,1,0.326923077,0.052631579,0.38,0.03030303,0.03030303,0.159482759,0.157112527,0.40625,0.290322581,0,0.88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,43
43,0.606557377,0.043695381,0.017621145,0.050314465,0.240506329,0,0,1,0.192307692,0.105263158,0.2,0.045454545,0.045454545,0.181034483,0.154989384,0.0625,0.322580645,0.055555556,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,44
44,0.655737705,0.315855181,0.070484581,0.301886792,0.506329114,0,0,1,0.423076923,0,0.23,0.015151515,0.015151515,0.340517241,0.157112527,0.5625,0.290322581,0.722222222,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,45
45,0.639344262,0.258426966,0.008810573,0.286163522,0.518987342,0,0,1,0.403846154,0.157894737,0.38,0.015151515,0.015151515,0.181034483,0.157112527,0.21875,0.322580645,0.111111111,0.82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,46
46,0.819672131,0.494382022,0.013215859,0.358490566,0.367088608,0,0,1,0.278846154,0.105263158,0.31,0.045454545,0.045454545,0.094827586,0.184713376,0.1875,0.35483871,0,0.69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,47
47,0.885245902,0.404494382,0.030837004,0.336477987,0.329113924,0,0,1,0.288461538,0.052631579,0.4,0,0,0.051724138,0.18895966,0.09375,0.322580645,0,0.56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,48
48,0.360655738,0.139825218,0.026431718,0.172955975,0.240506329,0,0,0.89,0.182692308,0.052631579,0.53,0.015151515,0.015151515,0.418103448,0.191082803,0.25,0.322580645,0.333333333,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49
49,0.524590164,0.594257179,0.052863436,0.29245283,0.556962025,0,0,0.89,0.451923077,0,0.32,0.136363636,0.136363636,0.271551724,0.157112527,0.28125,0,0.333333333,0.6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,50
50,0.737704918,0.243445693,0.101321586,0.273584906,0.189873418,0,0,1,0.163461538,0,0.41,0.075757576,0.075757576,0.245689655,0.067940552,0.0625,0.322580645,0.055555556,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,51
51,0.754098361,0.300873908,0.074889868,0.229559748,0.443037975,0,0,0.97,0.375,0,0.36,0.03030303,0.03030303,0.086206897,0.157112527,0.125,0.290322581,0,0.56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52
52,0.68852459,0.225967541,0.079295154,0.27672956,0.265822785,0,0,1,0.211538462,0,0.27,0,0,0.379310345,0.193205945,0.28125,0.35483871,0.277777778,0.93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,53
53,0.606557377,0.217228464,0.035242291,0.289308176,0.253164557,0,0,0.95,0.192307692,0.052631579,0.3,0,0,0.318965517,0.1507431,0.25,0.387096774,0.166666667,0.86,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,54
54,0.737704918,0.456928839,0.026431718,0.220125786,0.53164557,0,0,0.98,0.413461538,0.157894737,0.49,0.045454545,0.045454545,0.043103448,0.040339703,0.25,0.322580645,0,0.67,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,55
55,0.68852459,0.372034956,0.061674009,0.377358491,0.278481013,0,0,1,0.221153846,0,0.39,0,0,0.245689655,0.157112527,0.125,0.290322581,0.055555556,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,56
56,0.704918033,0.184769039,0.04845815,0.157232704,0.17721519,0,0,1,0.144230769,0.052631579,0.4,0,0,0.137931034,0.203821656,0.125,0.322580645,0,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,57
57,0.639344262,0.207240949,0.035242291,0.182389937,0.126582278,0,0,1,0.105769231,0.052631579,0.18,0.075757576,0.075757576,0.25862069,0.174097665,0.21875,0.290322581,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,58
58,0.360655738,0.144818976,0.017621145,0.204402516,0.151898734,0.368421053,0.210526316,0.5,0.211538462,0.105263158,0.27,0.03030303,0.03030303,0.340517241,0.167728238,0.15625,0.322580645,0.111111111,0.88,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,59
59,0.672131148,0.343320849,0.13215859,0.374213836,0.303797468,0,0,0.88,0.230769231,0,0.25,0,0,0.193965517,0.157112527,0.375,0.290322581,0.111111111,0.93,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60
60,0.491803279,0.214731586,0.004405286,0.182389937,0.139240506,0.052631579,0,0.79,0.134615385,0.052631579,0.29,0.075757576,0.075757576,0.159482759,0.214437367,0.15625,0.322580645,0.111111111,0.7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61
61,0.786885246,0.168539326,0.039647577,0.194968553,0.430379747,0,0,1,0.326923077,0.052631579,0.62,0.015151515,0.015151515,0.103448276,0.195329087,0.09375,0.387096774,0,0.78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,62
62,0.786885246,0.154806492,0.039647577,0.232704403,0.227848101,0,0,1,0.173076923,0.052631579,0.83,0,0,0,0.135881104,0.03125,0.35483871,0.055555556,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,63
63,0.426229508,0.300873908,0.04845815,0.235849057,0.481012658,0.052631579,0.052631579,0.76,0.413461538,0.052631579,0.5,0.015151515,0.015151515,0.271551724,0.165605096,0.21875,0.387096774,0.222222222,0.86,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64
64,0.540983607,0.217228464,0.04845815,0.242138365,0.544303797,0,0,0.98,0.423076923,0.052631579,0.39,0.03030303,0.03030303,0.155172414,0.135881104,0.09375,0.387096774,0.055555556,0.47,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,65
65,0.639344262,0.208489388,0.022026432,0.176100629,0.265822785,0.052631579,0.052631579,0.96,0.221153846,0.052631579,0.52,0.060606061,0.060606061,0.284482759,0.174097665,0.125,0.35483871,0.055555556,0.78,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66
66,0.655737705,0.508114856,0.030837004,0.283018868,0.481012658,0,0,1,0.375,0.105263158,0.18,0.015151515,0.015151515,0.11637931,0.146496815,0.34375,0.322580645,0.111111111,0.72,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,67
67,0.868852459,0.520599251,0.044052863,0.371069182,0.215189873,0,0,1,0.173076923,0.052631579,0.72,0,0,0,0.076433121,0,0.322580645,0.055555556,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,68
68,0.950819672,0.349563046,0.440528634,0.644654088,0.075949367,0,0,1,0.067307692,0,0.43,0,0,0,0.157112527,0,0,0.055555556,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,69
69,0.655737705,0.401997503,0.066079295,0.267295597,0.240506329,0,0,0.89,0.182692308,0,0.21,0,0,0.146551724,0.076433121,0.1875,0.35483871,0.055555556,0.64,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,70
70,0.737704918,0.164794007,0.008810573,0.185534591,0.443037975,0,0,0.93,0.384615385,0.157894737,0.4,0,0,0.094827586,0.116772824,0.15625,0.387096774,0,0.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,71
71,0.524590164,0.191011236,0.035242291,0.103773585,0.253164557,0.052631579,0.052631579,0.95,0.201923077,0.052631579,0.38,0.03030303,0.03030303,0.211206897,0.184713376,0.15625,0.419354839,0.055555556,0.67,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72
72,0.68852459,0.084893883,0.004405286,0.106918239,0.101265823,0,0,1,0.086538462,0.052631579,0.78,0.060606061,0.045454545,0.073275862,0.157112527,0.0625,0.290322581,0.055555556,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,73
73,0.836065574,0.343320849,0.035242291,0.330188679,0.101265823,0,0,1,0.076923077,0.052631579,0.5,0,0,0.142241379,0.157112527,0.0625,0.290322581,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,74
74,0.68852459,0.36454432,0.052863436,0.283018868,0.493670886,0,0,0.98,0.384615385,0,0.35,0.03030303,0.03030303,0.073275862,0.157112527,0.1875,0.419354839,0,0.61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,75
75,0.442622951,0.443196005,0.074889868,0.43081761,0.113924051,0.210526316,0.157894737,0.67,0.125,0,0.5,0.015151515,0.015151515,0.120689655,0.157112527,0.125,0,0.055555556,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,76
76,0.573770492,0.129837703,0.013215859,0.157232704,0.367088608,0.052631579,0.052631579,0.87,0.298076923,0.105263158,0.65,0.015151515,0.015151515,0.36637931,0.154989384,0.09375,0.419354839,0.111111111,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,77
77,0.557377049,0.103620474,0.030837004,0.125786164,0.189873418,0.052631579,0.052631579,0.93,0.153846154,0.105263158,0.33,0,0,0.254310345,0.13163482,0.09375,0.322580645,0.111111111,0.83,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,78
78,0.62295082,0.349563046,0.004405286,0.216981132,0.278481013,0,0,0.96,0.240384615,0.263157895,0.04,0.03030303,0.03030303,0.159482759,0.082802548,0.34375,0.290322581,0.055555556,0.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,79
79,0.278688525,0.252184769,0.008810573,0.273584906,0.291139241,0.105263158,0,0.82,0.269230769,0.105263158,0.32,0.090909091,0.090909091,0.137931034,0.157112527,0.15625,0,0,0.67,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,80
80,0.475409836,0.186017478,0.083700441,0.298742138,0.063291139,0.052631579,0.052631579,0.8,0.057692308,0,0.8,0,0,0.172413793,0.159235669,0.03125,0.322580645,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,81
81,0.606557377,0.413233458,0.008810573,0.22327044,0.202531646,0,0,1,0.192307692,0.421052632,0.3,0,0,0.336206897,0.195329087,0.1875,0.322580645,0.222222222,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,82
82,0.409836066,0.380774032,0.026431718,0.235849057,0.17721519,0.052631579,0,0.73,0.144230769,0.105263158,0.53,0,0,0.349137931,0.159235669,0.09375,0.35483871,0.111111111,0.86,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,83
83,0.901639344,0.232209738,0.057268722,0.245283019,0.253164557,0,0,1,0.192307692,0,0.4,0,0,0.073275862,0.174097665,0.0625,0.322580645,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,84
84,0.524590164,0.131086142,0.030837004,0.13836478,0.506329114,0,0,1,0.413461538,0.210526316,0.42,0.03030303,0.03030303,0.344827586,0.182590234,0.15625,0.322580645,0.222222222,0.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,85
85,0.672131148,0.208489388,0.022026432,0.232704403,0.329113924,0,0,0.96,0.259615385,0.105263158,0.37,0.015151515,0.015151515,0.159482759,0.193205945,0.15625,0.387096774,0,0.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,86
86,0.737704918,0.349563046,0.008810573,0.286163522,0.291139241,0,0,1,0.230769231,0.052631579,0.13,0.015151515,0.015151515,0.094827586,0.157112527,0.125,0.290322581,0.055555556,0.43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,87
87,0.672131148,0.469413233,0.030837004,0.333333333,0.518987342,0,0,0.98,0.403846154,0.210526316,0.57,0,0,0.189655172,0.161358811,0.125,0.419354839,0.111111111,0.69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,88
88,0.721311475,0.38576779,0.04845815,0.311320755,0.493670886,0,0,0.98,0.403846154,0.052631579,0.36,0,0,0.198275862,0.154989384,0.15625,0.387096774,0.055555556,0.69,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,89
89,0.557377049,0.370786517,0.008810573,0.235849057,0.316455696,0,0,0.89,0.259615385,0.157894737,0.37,0.181818182,0.166666667,0.271551724,0.133757962,0.40625,0.35483871,0.222222222,0.94,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,90
90,0.37704918,0.092384519,0.026431718,0.088050314,0.139240506,0.105263158,0.105263158,0.92,0.134615385,0.263157895,0.17,0.045454545,0.045454545,0.357758621,0.089171975,0.15625,0.322580645,0.111111111,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,91
91,0.901639344,0.260923845,0.088105727,0.311320755,0.164556962,0,0,1,0.134615385,0,0.57,0,0,0,0.040339703,0.0625,0.35483871,0,0.71,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,92
92,0.68852459,0.208489388,0.008810573,0.172955975,0.265822785,0,0,1,0.211538462,0.210526316,0.36,0.060606061,0.060606061,0.185344828,0.237791932,0.125,0.451612903,0,0.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,93
93,0.540983607,0.156054931,0.008810573,0.204402516,0.215189873,0,0,0.94,0.173076923,0.210526316,0.33,0.045454545,0.045454545,0.181034483,0.171974522,0.09375,0.387096774,0.166666667,0.58,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,94
94,0.786885246,0.2721598,0.008810573,0.273584906,0.253164557,0,0,1,0.221153846,0.105263158,0.39,0.03030303,0.03030303,0.155172414,0.157112527,0.09375,0.290322581,0.055555556,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,95
95,0.62295082,0.218476904,0.035242291,0.286163522,0.303797468,0,0,0.96,0.230769231,0.052631579,0.75,0.015151515,0.015151515,0.375,0.184713376,0.125,0.322580645,0.166666667,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,96
96,0.590163934,0.13732834,0.008810573,0.122641509,0.063291139,0,0,1,0.067307692,0.105263158,0.43,0.015151515,0.015151515,0.159482759,0.123142251,0.09375,0.322580645,0,0.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,97
97,0.672131148,0.184769039,0.057268722,0.273584906,0.164556962,0.052631579,0.052631579,0.93,0.134615385,0,0.29,0,0,0.155172414,0.157112527,0.03125,0.290322581,0.055555556,0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,98
